Company,Job Title,Job URL,Pay,Datetime
OneMagnify,Data Analyst,https://www.indeed.com/jobs?q=data+analyst+%2475%2C000&l=Remote&sc=0kf%3Aattr%28FGY89%29jt%28fulltime%29%3B&vjk=be15a45b1e2605b6,85000,2024-03-18 14:37:08.272194-04:00
